V,V1,V2
13390,2114,3661
13391,2115,2241
13392,2115,2539
13393,2115,2886
13394,2115,2947
13395,2115,3104
13396,2115,3258
13397,2115,3574
13398,2116,2343
13399,2116,2368
13400,2116,2373
13401,2116,3110
13402,2116,3200
13403,2116,3512
13404,2116,4014
13405,2117,3127
13406,2119,2284
13407,2120,2170
13408,2120,2221
13409,2120,3015
13410,2120,3555
13411,2120,3756
13412,2121,4053
13413,2122,2162
13414,2122,2412
13415,2122,3839
13416,2123,2683
13417,2123,3904
13418,2124,2159
13419,2124,2800
13420,2124,3185
13421,2124,3358
13422,2124,3453
13423,2125,2767
13424,2125,3100
13425,2126,2865
13426,2126,2967
13427,2126,3037
13428,2127,2131
13429,2127,2198
13430,2127,3610
13431,2127,3694
13432,2127,3991
13433,2127,3997
13434,2128,2745
13435,2129,2305
13436,2129,2390
13437,2129,2631
13438,2131,2198
13439,2131,3610
13440,2131,3694
13441,2131,3991
13442,2131,3997
13443,2132,2952
13444,2132,3018
13445,2132,3506
13446,2133,2824
13447,2134,2279
13448,2134,2339
13449,2134,2348
13450,2134,2611
13451,2134,2628
13452,2134,2712
13453,2134,3271
13454,2134,3935
13455,2135,2393
13456,2135,2527
13457,2135,2825
13458,2135,3207
13459,2137,2220
13460,2137,2586
13461,2137,2732
13462,2137,2763
13463,2137,2972
13464,2137,2985
13465,2137,3968
13466,2138,2584
13467,2138,2585
13468,2139,2504
13469,2140,3367
13470,2141,2267
13471,2141,2289
13472,2141,2844
13473,2141,2867
13474,2141,3606
13475,2141,3778
13476,2141,3951
13477,2142,2699
13478,2142,3647
13479,2143,2304
13480,2143,2603
13481,2143,3270
13482,2143,3704
13483,2143,3907
13484,2144,3142
13485,2144,3143
13486,2144,3459
13487,2147,2265
13488,2147,3774
13489,2148,2674
13490,2149,2296
13491,2149,2454
13492,2149,3983
13493,2150,3009
13494,2150,3142
13495,2150,3143
13496,2150,3459
13497,2150,3795
13498,2151,2293
13499,2151,2298
13500,2151,3082
13501,2151,3204
13502,2153,3870
13503,2154,2260
13504,2154,2320
13505,2155,3321
13506,2156,2386
13507,2156,4046
13508,2157,3072
13509,2158,2790
13510,2158,2873
13511,2158,3076
13512,2158,3990
13513,2161,2395
13514,2162,2412
13515,2162,2804
13516,2162,3839
13517,2163,3504
13518,2164,2473
13519,2164,2973
13520,2164,3504
13521,2164,4097
13522,2166,3016
13523,2166,3869
13524,2167,2835
13525,2169,2668
13526,2169,3329
13527,2169,3402
13528,2170,2199
13529,2170,2221
13530,2170,3405
13531,2170,3555
13532,2170,3756
13533,2171,2568
13534,2171,2903
13535,2171,3263
13536,2171,3277
13537,2171,3439
13538,2173,3575
13539,2174,2276
13540,2174,3894
13541,2174,3924
13542,2175,4013
13543,2175,4066
13544,2176,3924
13545,2177,2345
13546,2177,2996
13547,2177,3263
13548,2177,3367
13549,2177,3671
13550,2177,3774
13551,2178,3779
13552,2179,2916
13553,2179,3646
13554,2179,3944
13555,2180,2543
13556,2181,2364
13557,2181,2449
13558,2181,2508
13559,2181,2543
13560,2181,2700
13561,2181,2880
13562,2181,3179
13563,2181,3185
13564,2181,3592
13565,2181,3713
13566,2181,3732
13567,2181,3752
13568,2181,3820
13569,2181,3865
13570,2181,3899
13571,2182,2183
13572,2182,3458
13573,2182,3953
13574,2183,2433
13575,2183,3458
13576,2183,3953
13577,2184,2366
13578,2184,2725
13579,2184,2821
13580,2185,2699
13581,2185,3446
13582,2185,3520
13583,2186,3420
13584,2186,3430
13585,2188,2687
13586,2188,2702
13587,2188,2742
13588,2188,3145
13589,2188,3727
13590,2188,3758
13591,2189,2511
13592,2189,2564
13593,2189,3770
13594,2190,3755
13595,2191,4016
13596,2192,3067
13597,2192,3322
13598,2192,3878
13599,2192,3913
13600,2192,3917
13601,2193,2344
13602,2195,2328
13603,2195,2442
13604,2195,2933
13605,2195,3774
13606,2196,2277
13607,2196,2416
13608,2196,2791
13609,2196,2823
13610,2196,3868
13611,2196,3900
13612,2197,2541
13613,2197,2788
13614,2197,3544
13615,2197,4042
13616,2198,3610
13617,2198,3694
13618,2198,3991
13619,2198,3997
13620,2199,3405
13621,2199,3555
13622,2199,3756
13623,2200,2495
13624,2200,2962
13625,2200,3235
13626,2200,3724
13627,2201,2858
13628,2201,3388
13629,2201,3608
13630,2201,3751
13631,2201,3793
13632,2201,3832
13633,2202,2226
13634,2203,3686
13635,2204,2262
13636,2204,2354
13637,2204,2362
13638,2204,2582
13639,2204,2684
13640,2204,2801
13641,2204,2886
13642,2204,2902
13643,2204,2965
13644,2204,3029
13645,2204,3102
13646,2204,3212
13647,2204,3835
13648,2204,3854
13649,2205,3412
13650,2206,2703
13651,2206,3838
13652,2207,3236
13653,2207,3775
13654,2207,3948
13655,2211,2345
13656,2211,2536
13657,2211,2557
13658,2211,2563
13659,2211,2631
13660,2211,2778
13661,2211,2928
13662,2211,3018
13663,2211,3103
13664,2211,3192
13665,2211,3379
13666,2211,3521
13667,2211,3592
13668,2211,3630
13669,2211,3774
13670,2211,3888
13671,2211,3944
13672,2211,4080
13673,2212,2571
13674,2212,2628
13675,2212,3035
13676,2212,3144
13677,2212,3149
13678,2212,3535
13679,2212,3744
13680,2213,2439
13681,2213,3531
13682,2213,3800
13683,2214,3273
13684,2214,3839
13685,2215,2294
13686,2215,2385
13687,2215,2405
13688,2215,2484
13689,2215,2595
13690,2215,2757
13691,2215,3360
13692,2215,3373
13693,2216,2966
13694,2217,2265
13695,2217,2356
13696,2217,3709
13697,2217,3776
13698,2218,3154
13699,2220,2586
13700,2220,2588
13701,2220,2732
13702,2220,2818
13703,2220,2874
13704,2220,3819
13705,2220,3968
13706,2220,4050
13707,2221,3015
13708,2221,3555
13709,2221,3754
13710,2221,3756
13711,2223,2663
13712,2224,2447
13713,2224,2712
13714,2224,3511
13715,2225,3051
13716,2225,3587
13717,2225,3635
13718,2226,2718
13719,2226,2851
13720,2227,2572
13721,2227,2693
13722,2228,2424
13723,2228,3786
13724,2229,2355
13725,2229,2492
13726,2229,3853
13727,2232,2532
13728,2232,2581
13729,2232,2715
13730,2232,2803
13731,2232,2892
13732,2232,3013
13733,2232,3271
13734,2232,3443
13735,2232,3460
13736,2232,3870
13737,2234,2592
13738,2234,3403
13739,2234,3817
13740,2234,4004
13741,2235,3072
13742,2236,3616
13743,2236,4002
13744,2237,3942
13745,2238,2717
13746,2238,3271
13747,2239,3373
13748,2240,3072
13749,2241,2947
13750,2242,2903
13751,2242,3263
13752,2243,2478
13753,2243,3013
13754,2243,3750
13755,2244,2843
13756,2246,2345
13757,2246,3367
13758,2246,3724
13759,2246,3774
13760,2248,2456
13761,2248,3748
13762,2248,3870
13763,2249,2889
13764,2249,3052
13765,2251,2327
13766,2251,2559
13767,2251,3309
13768,2251,3941
13769,2252,2410
13770,2252,2461
13771,2252,2715
13772,2252,2824
13773,2252,2929
13774,2253,2682
13775,2253,3225
13776,2253,3562
13777,2253,3802
13778,2254,2396
13779,2254,2631
13780,2254,2938
13781,2254,3586
13782,2255,3854
13783,2256,2810
13784,2256,3075
13785,2256,3326
13786,2256,3620
13787,2256,3981
13788,2257,2295
13789,2257,3242
13790,2257,3474
13791,2259,2459
13792,2259,2726
13793,2259,4078
13794,2261,2299
13795,2261,2301
13796,2261,2377
13797,2261,2509
13798,2261,2907
13799,2262,2362
13800,2262,2582
13801,2262,2684
13802,2262,2801
13803,2262,2965
13804,2262,3102
13805,2262,3212
13806,2262,3835
13807,2262,3854
13808,2263,2563
13809,2263,2564
13810,2263,2589
13811,2263,2917
13812,2265,2500
13813,2265,2543
13814,2265,2903
13815,2265,3073
13816,2265,3185
13817,2265,3263
13818,2265,3298
13819,2265,3592
13820,2265,3774
13821,2265,3805
13822,2265,3880
13823,2265,3914
13824,2266,2543
13825,2267,2289
13826,2267,2844
13827,2267,2867
13828,2267,3606
13829,2267,3778
13830,2267,3951
13831,2269,2394
13832,2269,3021
13833,2269,3929
13834,2271,2970
13835,2274,3876
13836,2275,2296
13837,2275,2454
13838,2275,3300
13839,2275,3876
13840,2276,3894
13841,2276,3924
13842,2277,2416
13843,2277,2791
13844,2277,2823
13845,2277,3868
13846,2277,3900
13847,2278,3702
13848,2279,2339
13849,2279,2348
13850,2279,2398
13851,2279,2628
13852,2279,2640
13853,2279,2647
13854,2279,3071
13855,2279,3085
13856,2279,3175
13857,2279,3180
13858,2279,3734
13859,2280,3988
13860,2281,2617
13861,2281,2832
13862,2281,3136
13863,2281,3283
13864,2281,3609
13865,2281,3836
13866,2281,3888
13867,2282,2636
13868,2282,2695
13869,2282,3619
13870,2283,2558
13871,2283,3274
13872,2283,3625
13873,2284,3256
13874,2284,3435
13875,2284,3525
13876,2284,3693
13877,2285,2426
13878,2285,2607
13879,2285,2962
13880,2285,3667
13881,2286,2313
13882,2287,2394
13883,2287,3197
13884,2287,3999
13885,2287,4079
13886,2287,4094
13887,2287,4105
13888,2288,2932
13889,2288,3563
13890,2288,3729
13891,2288,3939
13892,2288,3953
13893,2289,2406
13894,2289,2807
13895,2289,2844
13896,2289,2867
13897,2289,3574
13898,2289,3606
13899,2289,3778
13900,2289,3951
13901,2289,4051
13902,2290,2721
13903,2290,2778
13904,2290,2868
13905,2290,3379
13906,2290,3770
13907,2291,2395
13908,2292,3072
13909,2292,3073
13910,2292,3263
13911,2292,3706
13912,2293,2298
13913,2293,3082
13914,2293,3204
13915,2294,2385
13916,2295,2387
13917,2295,2467
13918,2295,2577
13919,2295,2655
13920,2295,3242
13921,2295,3474
13922,2295,3919
13923,2295,3982
13924,2296,2342
13925,2296,2441
13926,2296,2454
13927,2296,2455
13928,2296,2499
13929,2296,2638
13930,2296,2714
13931,2296,2792
13932,2296,2933
13933,2296,3083
13934,2296,3277
13935,2296,3286
13936,2296,3297
13937,2296,3300
13938,2296,3687
13939,2296,3774
13940,2296,3876
13941,2296,3940
13942,2296,3983
13943,2297,3871
13944,2298,3082
13945,2298,3204
13946,2299,2301
13947,2299,2509
13948,2299,2907
13949,2300,2469
13950,2300,3006
13951,2300,3070
13952,2300,3224
13953,2300,3368
13954,2300,3772
13955,2300,3877
13956,2300,4013
13957,2300,4017
13958,2301,2377
13959,2301,2509
13960,2301,2907
13961,2302,2663
13962,2303,2388
13963,2303,2725
13964,2303,2831
13965,2303,3588
13966,2304,2600
13967,2304,2603
13968,2304,3270
13969,2304,3907
13970,2305,2390
13971,2306,2307
13972,2306,2308
13973,2306,2311
13974,2306,2516
13975,2306,2549
13976,2306,2611
13977,2307,2516
13978,2307,2549
13979,2307,2611
13980,2308,2516
13981,2308,2611
13982,2309,2402
13983,2309,2799
13984,2309,3230
13985,2309,3490
13986,2310,3336
13987,2311,2516
13988,2311,2611
13989,2312,2516
13990,2312,2611
13991,2313,2681
13992,2313,2716
13993,2313,2817
13994,2313,3118
13995,2313,3334
13996,2313,3363
13997,2313,3378
13998,2313,3475
13999,2313,3811
14000,2313,3989
14001,2313,4095
14002,2314,2361
14003,2314,3124
14004,2315,2316
14005,2315,2945
14006,2315,3342
14007,2316,2945
14008,2316,3342
14009,2318,2447
14010,2318,2611
14011,2318,2712
14012,2318,3001
14013,2318,3002
14014,2318,3271
14015,2318,3584
14016,2319,3321
14017,2321,2720
14018,2321,3321
14019,2322,3387
14020,2322,3675
14021,2322,4084
14022,2323,2608
14023,2323,2618
14024,2323,3743
14025,2325,2344
14026,2325,2624
14027,2325,3487
14028,2325,3724
14029,2326,3914
14030,2327,2559
14031,2327,3309
14032,2327,3941
14033,2328,2442
14034,2329,3420
14035,2330,2962
14036,2330,3235
14037,2330,3724
14038,2331,3674
14039,2332,2990
14040,2332,3477
14041,2332,3903
14042,2333,3081
14043,2333,3179
14044,2333,3335
14045,2333,3592
14046,2333,3897
14047,2333,3899
14048,2334,2820
14049,2334,3259
14050,2334,3347
14051,2334,3850
14052,2335,3693
14053,2335,3878
14054,2336,2440
14055,2336,2746
14056,2336,3798
14057,2337,2688
14058,2337,2856
14059,2337,3272
14060,2338,2528
14061,2338,2974
14062,2338,3504
14063,2338,3977
14064,2339,2348
14065,2339,2611
14066,2339,2628
14067,2339,3271
14068,2339,3935
14069,2339,4047
14070,2340,2631
14071,2340,2676
14072,2341,2346
14073,2341,2963
14074,2341,3218
14075,2341,3695
14076,2341,3700
14077,2342,2441
14078,2342,2454
14079,2342,2455
14080,2342,2638
14081,2342,2792
14082,2342,3083
14083,2342,3687
14084,2342,3876
14085,2342,3940
14086,2343,2368
14087,2343,3110
14088,2343,3512
14089,2343,4014
14090,2344,2442
14091,2344,2563
14092,2344,2624
14093,2344,2731
14094,2344,2814
14095,2344,2839
14096,2344,2855
14097,2344,2933
14098,2344,3072
14099,2344,3155
14100,2344,3292
14101,2344,3361
14102,2344,3367
14103,2344,3447
14104,2344,3487
14105,2344,3646
14106,2344,3724
14107,2344,3770
14108,2344,3774
14109,2344,3827
14110,2344,3989
14111,2344,4010
14112,2345,2365
14113,2345,2389
14114,2345,2464
14115,2345,2563
14116,2345,2641
14117,2345,2686
14118,2345,2877
14119,2345,2903
14120,2345,2996
14121,2345,3263
14122,2345,3367
14123,2345,3521
14124,2345,3646
14125,2345,3671
14126,2345,3724
14127,2345,3774
14128,2345,3805
14129,2345,3940
14130,2346,2963
14131,2346,3218
14132,2346,3372
14133,2346,3695
14134,2346,3700
14135,2346,3892
14136,2347,2732
14137,2347,3214
14138,2347,3450
14139,2347,3769
14140,2348,2628
14141,2349,2727
14142,2350,3102
14143,2350,3576
14144,2350,3747
14145,2350,3854
14146,2350,4085
14147,2351,3146
14148,2352,3367
14149,2354,2886
14150,2354,2902
14151,2354,2931
14152,2354,2947
14153,2354,2964
14154,2354,3029
14155,2354,3362
14156,2354,3692
14157,2355,2379
14158,2355,2431
14159,2355,2492
14160,2355,2579
14161,2355,2629
14162,2355,2846
14163,2355,3058
14164,2355,3205
14165,2355,3529
14166,2355,3559
14167,2355,3629
14168,2355,3853
14169,2356,3709
14170,2356,3776
14171,2357,2628
14172,2357,2894
14173,2357,3031
14174,2357,3366
14175,2357,4057
14176,2358,2717
14177,2358,2927
14178,2358,3494
14179,2358,3740
14180,2358,3870
14181,2358,4041
14182,2360,2581
14183,2360,2619
14184,2360,2941
14185,2360,3471
14186,2361,3124
14187,2362,2582
14188,2362,2684
14189,2362,2801
14190,2362,2965
14191,2362,3102
14192,2362,3212
14193,2362,3835
14194,2362,3854
14195,2362,4085
14196,2363,2456
14197,2363,3748
14198,2363,3870
14199,2364,2508
14200,2364,3179
14201,2364,3732
14202,2365,3367
14203,2365,3646
14204,2365,3774
14205,2365,3940
14206,2366,2725
14207,2366,2821
14208,2366,2903
14209,2366,3263
14210,2366,3439
14211,2367,2429
14212,2367,2608
14213,2367,2849
14214,2367,2891
14215,2367,3097
14216,2367,3670
14217,2367,3996
14218,2368,2373
14219,2368,3110
14220,2368,3512
14221,2368,4014
14222,2370,2810
14223,2370,3981
14224,2372,3953
14225,2373,3022
14226,2373,3512
14227,2373,4014
14228,2374,2603
14229,2374,2903
14230,2374,3704
14231,2375,2739
14232,2375,2909
14233,2375,2934
14234,2375,3641
14235,2376,2627
14236,2376,2998
14237,2378,3057
14238,2378,3891
14239,2379,2380
14240,2379,3122
14241,2379,3190
14242,2379,3287
14243,2379,3510
14244,2379,3558
14245,2379,3559
14246,2379,3629
14247,2379,3984
14248,2380,2949
14249,2380,3122
14250,2380,3190
14251,2380,3287
14252,2380,3510
14253,2380,3558
14254,2380,3559
14255,2380,3984
14256,2381,3870
14257,2382,3072
14258,2384,3127
14259,2385,3360
14260,2387,2467
14261,2387,2655
14262,2387,3242
14263,2387,3474
14264,2387,3919
14265,2387,3982
14266,2388,2725
14267,2388,2831
14268,2388,3588
14269,2389,2686
14270,2389,2877
14271,2389,2962
14272,2389,3774
14273,2389,3940
14274,2389,4083
14275,2390,2631
14276,2391,2422
14277,2393,2527
14278,2393,2825
14279,2393,3044
14280,2393,3207
14281,2393,3357
14282,2393,3508
14283,2394,3197
14284,2394,3999
14285,2394,4075
14286,2394,4079
14287,2394,4094
14288,2394,4105
14289,2395,2594
14290,2396,2631
14291,2396,2938
14292,2396,3586
14293,2397,3210
14294,2398,2647
14295,2398,3085
14296,2398,3175
14297,2398,3180
14298,2398,3734
14299,2399,3305
14300,2399,3513
14301,2400,3622
14302,2400,3630
14303,2400,3789
14304,2401,3127
14305,2402,2799
14306,2402,3230
14307,2402,3490
14308,2403,2988
14309,2403,3140
14310,2403,3188
14311,2403,4078
14312,2404,3988
14313,2405,2757
14314,2405,3373
14315,2406,2807
14316,2406,2844
14317,2406,2867
14318,2406,3574
14319,2406,3778
14320,2407,3222
14321,2407,3602
14322,2408,2628
14323,2410,2488
14324,2410,2497
14325,2410,2526
14326,2410,2586
14327,2410,2715
14328,2410,2733
14329,2410,2824
14330,2410,3013
14331,2410,3341
14332,2410,3773
14333,2411,3562
14334,2412,2804
14335,2412,2850
14336,2412,3010
14337,2412,3094
14338,2412,3173
14339,2412,3839
14340,2413,2862
14341,2413,3053
14342,2413,3056
14343,2413,3936
14344,2414,2564
14345,2416,2791
14346,2416,2823
14347,2416,3868
14348,2416,3900
14349,2417,2863
14350,2417,3410
14351,2418,2491
14352,2418,2711
14353,2418,3565
14354,2418,3580
14355,2418,3673
14356,2418,3759
14357,2419,2543
14358,2419,2995
14359,2419,3888
14360,2420,3153
14361,2420,3220
14362,2420,3953
14363,2422,2507
14364,2422,2529
14365,2422,2749
14366,2422,2806
14367,2422,2854
14368,2422,2904
14369,2422,2906
14370,2422,2936
14371,2422,3014
14372,2422,3023
14373,2422,3243
14374,2422,3492
14375,2422,3626
14376,2422,3689
14377,2422,3774
14378,2422,3960
14379,2422,3974
14380,2422,4005
14381,2422,4025
14382,2422,4059
14383,2424,3786
14384,2425,2468
14385,2425,2717
14386,2425,3448
14387,2426,2543
14388,2426,2607
14389,2426,2922
14390,2426,2962
14391,2426,3039
14392,2426,3246
14393,2426,3263
14394,2426,3304
14395,2426,3430
14396,2426,3466
14397,2426,3592
14398,2426,3607
14399,2426,3797
14400,2426,3805
14401,2426,3852
14402,2426,3884
14403,2426,4083
14404,2426,4089
14405,2427,2650
14406,2427,3013
14407,2427,3171
14408,2427,3485
14409,2428,3592
14410,2429,2608
14411,2429,2849
14412,2429,2891
14413,2429,3097
14414,2429,3670
14415,2429,3996
14416,2430,3596
14417,2430,3834
14418,2431,2629
14419,2431,2846
14420,2431,3205
14421,2431,3529
14422,2432,2842
14423,2432,2905
14424,2432,3478
14425,2432,3479
14426,2432,3547
14427,2432,3636
14428,2433,3458
14429,2433,3953
14430,2434,2865
14431,2434,2967
14432,2434,3038
14433,2434,3278
14434,2434,3757
14435,2434,3912
14436,2435,3166
14437,2435,4084
14438,2436,2437
14439,2436,2507
14440,2436,4103
14441,2437,2507
14442,2437,4103
14443,2439,3531
14444,2439,3800
14445,2440,2562
14446,2440,2575
14447,2440,2746
14448,2440,3798
14449,2441,2454
14450,2441,3687
14451,2441,3876
14452,2442,2475
14453,2442,2565
14454,2442,2624
14455,2442,2714
14456,2442,2749
14457,2442,2758
14458,2442,2761
14459,2442,2774
14460,2442,2802
14461,2442,2819
14462,2442,2851
14463,2442,2888
14464,2442,2933
14465,2442,2961
14466,2442,2962
14467,2442,3072
14468,2442,3093
14469,2442,3124
14470,2442,3151
14471,2442,3339
14472,2442,3367
14473,2442,3373
14474,2442,3379
14475,2442,3414
14476,2442,3464
14477,2442,3493
14478,2442,3613
14479,2442,3646
14480,2442,3693
14481,2442,3724
14482,2442,3770
14483,2442,3774
14484,2442,3779
14485,2442,3876
14486,2442,3890
14487,2442,3915
14488,2442,3940
14489,2442,3944
14490,2442,3989
14491,2442,4009
14492,2444,2570
14493,2444,2715
14494,2444,2835
14495,2444,3708
14496,2444,3838
14497,2445,2553
14498,2445,3141
14499,2446,2532
14500,2446,3271
14501,2446,3612
14502,2447,2712
14503,2447,3511
14504,2449,2508
14505,2449,2880
14506,2449,3179
14507,2449,3732
14508,2450,2550
14509,2450,2983
14510,2450,2985
14511,2450,3087
14512,2450,3114
14513,2452,3727
14514,2453,2884
14515,2453,4065
14516,2454,2455
14517,2454,2638
14518,2454,2792
14519,2454,2811
14520,2454,3083
14521,2454,3277
14522,2454,3286
14523,2454,3300
14524,2454,3369
14525,2454,3687
14526,2454,3876
14527,2454,3940
14528,2454,3983
14529,2454,4109
14530,2455,2638
14531,2455,2792
14532,2455,3083
14533,2455,3687
14534,2456,3748
14535,2456,3870
14536,2457,2521
14537,2457,3011
14538,2457,3829
14539,2457,3866
14540,2458,2707
14541,2458,2914
14542,2458,3526
14543,2458,4024
14544,2459,2726
14545,2459,4078
14546,2460,2903
14547,2460,3263
14548,2461,2754
14549,2461,2824
14550,2461,2843
14551,2461,2929
14552,2461,3247
14553,2461,3583
14554,2462,3192
14555,2464,2564
14556,2464,2686
14557,2464,3124
14558,2464,3289
14559,2464,3605
14560,2465,2564
14561,2465,3499
14562,2467,2655
14563,2468,2477
14564,2468,2515
14565,2468,2532
14566,2468,2717
14567,2468,2732
14568,2468,2803
14569,2468,2861
14570,2468,3065
14571,2468,3164
14572,2468,3448
14573,2468,3644
14574,2468,3740
14575,2468,3879
14576,2468,3968
14577,2468,3971
14578,2468,4041
14579,2469,3006
14580,2469,3070
14581,2469,3224
14582,2469,3368
14583,2469,3772
14584,2469,3877
14585,2469,4013
14586,2469,4017
14587,2470,2482
14588,2471,3988
14589,2472,3042
14590,2472,3127
14591,2473,2762
14592,2473,2973
14593,2473,3699
14594,2473,3893
14595,2473,4030
14596,2473,4097
14597,2474,2586
14598,2474,2615
14599,2474,2724
14600,2474,3084
14601,2474,3828
14602,2474,3938
14603,2474,4012
14604,2474,4086
14605,2475,2565
14606,2475,2598
14607,2475,3658
14608,2475,3890
14609,2476,2959
14610,2477,2717
14611,2477,2803
14612,2477,3448
14613,2479,3720
14614,2479,3978
14615,2480,3015
14616,2480,3468
14617,2480,3519
14618,2480,3857
14619,2481,2943
14620,2481,3449
14621,2483,3387
14622,2483,3675
14623,2483,4084
14624,2483,4087
14625,2484,2857
14626,2485,3562
14627,2486,2788
14628,2487,3988
14629,2488,3013
14630,2489,2654
14631,2489,2656
14632,2489,3760
14633,2489,3980
14634,2490,3192
14635,2491,2711
14636,2491,3565
14637,2491,3580
14638,2491,3673
14639,2491,3759
14640,2492,3853
14641,2493,4006
14642,2493,4072
14643,2494,3406
14644,2495,2962
14645,2495,3235
14646,2495,3367
14647,2495,3724
14648,2496,2564
14649,2496,3289
14650,2497,2715
14651,2497,2733
14652,2497,3341
14653,2498,2984
14654,2498,3174
14655,2498,3201
14656,2498,3427
14657,2499,3876
14658,2500,2552
14659,2500,2919
14660,2500,3379
14661,2500,3774
14662,2501,2923
14663,2501,3715
14664,2501,3728
14665,2501,4032
14666,2503,2564
14667,2503,3541
14668,2504,3831
14669,2505,3530
14670,2506,2735
14671,2506,3457
14672,2506,3745
14673,2506,3782
14674,2507,2847
14675,2507,2924
14676,2507,3267
14677,2507,3524
14678,2507,3564
14679,2507,3671
14680,2507,3749
14681,2507,3794
14682,2507,3806
14683,2507,4103
14684,2508,2700
14685,2508,2880
14686,2508,3179
14687,2508,3457
14688,2508,3572
14689,2508,3684
14690,2508,3713
14691,2508,3725
14692,2508,3732
14693,2508,3742
14694,2508,3745
14695,2508,3752
14696,2508,3865
14697,2509,2907
14698,2510,2518
14699,2510,3987
14700,2511,3770
14701,2512,2628
14702,2513,2626
14703,2513,3080
14704,2513,3812
14705,2515,2586
14706,2515,2717
14707,2515,2803
14708,2515,3065
14709,2515,3395
14710,2515,3644
14711,2515,3800
14712,2515,3879
14713,2515,3939
14714,2516,2549
14715,2516,2611
14716,2516,3640
14717,2517,2628
14718,2518,3987
14719,2519,3988
14720,2520,2859
14721,2521,2829
14722,2521,3011
14723,2521,3026
14724,2521,3561
14725,2521,3653
14726,2521,3810
14727,2521,3814
14728,2521,3829
14729,2521,3866
14730,2522,3251
14731,2523,2847
14732,2524,3591
14733,2524,3693
14734,2524,3878
14735,2525,3939
14736,2526,2586
14737,2526,2715
14738,2526,3773
14739,2527,2825
14740,2527,3044
14741,2527,3207
14742,2528,2974
14743,2528,3504
14744,2528,3977
14745,2529,2906
14746,2529,2997
14747,2529,3023
14748,2529,3492
14749,2529,3974
14750,2529,4025
14751,2530,3399
14752,2530,3939
14753,2532,2581
14754,2532,2717
14755,2532,2732
14756,2532,2803
14757,2532,3013
14758,2532,3271
14759,2532,3443
14760,2532,3612
14761,2532,3968
14762,2533,3118
14763,2533,3378
14764,2533,3539
14765,2533,4095
14766,2534,2543
14767,2536,2599
14768,2536,2753
14769,2536,2764
14770,2538,3456
14771,2539,2726
14772,2539,2886
14773,2539,2947
14774,2539,3104
14775,2539,3258
14776,2539,3574
14777,2539,4078
14778,2540,2543
14779,2541,2788
14780,2541,3544
14781,2541,4042
14782,2543,2546
14783,2543,2548
14784,2543,2554
14785,2543,2560
14786,2543,2663
14787,2543,2741
14788,2543,2772
14789,2543,2776
14790,2543,2900
14791,2543,2903
14792,2543,2913
14793,2543,2958
14794,2543,2962
14795,2543,2995
14796,2543,3007
14797,2543,3010
14798,2543,3073
14799,2543,3078
14800,2543,3098
14801,2543,3141
14802,2543,3171
14803,2543,3179
14804,2543,3185
14805,2543,3206
14806,2543,3216
14807,2543,3246
14808,2543,3263
14809,2543,3273
14810,2543,3298
14811,2543,3330
14812,2543,3332
14813,2543,3348
14814,2543,3349
14815,2543,3351
14816,2543,3355
14817,2543,3365
14818,2543,3430
14819,2543,3431
14820,2543,3433
14821,2543,3434
14822,2543,3514
14823,2543,3532
14824,2543,3534
14825,2543,3592
14826,2543,3594
14827,2543,3732
14828,2543,3774
14829,2543,3785
14830,2543,3805
14831,2543,3888
14832,2543,3899
14833,2543,3928
14834,2543,3933
14835,2543,3976
14836,2543,4015
14837,2543,4031
14838,2543,4041
14839,2543,4068
14840,2543,4069
14841,2544,3072
14842,2544,3151
14843,2544,3311
14844,2546,3592
14845,2548,3202
14846,2548,3354
14847,2548,3854
14848,2549,2611
14849,2550,2983
14850,2550,2985
14851,2550,3087
14852,2550,3114
14853,2551,2667
14854,2551,2957
14855,2552,2919
14856,2553,3141
14857,2555,3800
14858,2556,2983
14859,2556,2985
14860,2557,3774
14861,2557,3944
14862,2558,3169
14863,2558,3274
14864,2558,3625
14865,2559,3309
14866,2559,3941
14867,2561,3839
14868,2563,2564
14869,2563,2589
14870,2563,2657
14871,2563,2835
14872,2563,2853
14873,2563,2903
14874,2563,2917
14875,2563,3099
14876,2563,3275
14877,2563,3376
14878,2563,3423
14879,2563,3449
14880,2563,3521
14881,2563,3564
14882,2563,3595
14883,2563,3671
14884,2563,3720
14885,2563,3774
14886,2563,3798
14887,2563,3896
14888,2563,3905
14889,2563,3944
14890,2563,3964
14891,2564,2589
14892,2564,2917
14893,2564,3054
14894,2564,3275
14895,2564,3289
14896,2564,3301
14897,2564,3499
14898,2564,3538
14899,2564,3541
14900,2564,3564
14901,2564,3605
14902,2564,3648
14903,2564,3678
14904,2564,3682
14905,2564,3770
14906,2564,3881
14907,2564,3896
14908,2564,3922
14909,2566,2567
14910,2566,3148
14911,2566,3493
14912,2566,3652
14913,2566,4071
14914,2567,3148
14915,2567,3393
14916,2567,3493
14917,2567,3542
14918,2567,3652
14919,2567,3851
14920,2567,4071
14921,2568,3263
14922,2568,3277
14923,2568,3439
14924,2570,2715
14925,2570,2835
14926,2570,3708
14927,2570,3838
14928,2571,2628
14929,2572,2693
14930,2572,2995
14931,2573,2751
14932,2573,2903
14933,2573,3482
14934,2573,3704
14935,2573,3707
14936,2573,4090
14937,2574,3556
14938,2575,2746
14939,2575,3798
14940,2576,3195
14941,2577,3242
14942,2577,3474
14943,2578,2668
